league,year,injury_type,injury_category,games_missed
NFL,2019.0,hamstring,Lower Body,2.0
NFL,2019.0,concussion,Head,1.0
NFL,2019.0,back elbow,Upper Body,0.0
NFL,2019.0,ankle thumb,Lower Body,4.0
NFL,2019.0,hamstring,Lower Body,4.0
NFL,2019.0,groin illness,Illness,2.0
NFL,2019.0,hamstring,Lower Body,6.0
NFL,2019.0,hamstring,Lower Body,2.0
NFL,2019.0,ankle,Lower Body,1.0
NFL,2019.0,knee,Lower Body,3.0
NFL,2019.0,illness knee,Illness,2.0
NFL,2019.0,thumb,Upper Body,0.0
NFL,2019.0,shoulder,Upper Body,2.0
NFL,2019.0,groin,Lower Body,2.0
NFL,2019.0,shoulder,Upper Body,2.0
NFL,2019.0,knee,Lower Body,0.0
NFL,2019.0,hip,Lower Body,1.0
NFL,2019.0,shoulder,Upper Body,3.0
NFL,2019.0,hamstring,Lower Body,14.0
NFL,2019.0,knee,Lower Body,2.0
NFL,2019.0,hamstring,Lower Body,1.0
NFL,2019.0,ankle,Lower Body,1.0
NFL,2019.0,ankle,Lower Body,4.0
NFL,2019.0,foot,Lower Body,5.0
NFL,2019.0,concussion,Head,1.0
NFL,2019.0,collarbone calf ankle,Lower Body,10.0
NFL,2019.0,knee,Lower Body,6.0
NFL,2019.0,concussion,Head,1.0
NFL,2019.0,illness,Illness,1.0
NFL,2019.0,hamstring,Lower Body,0.0
NFL,2019.0,knee,Lower Body,7.0
NFL,2019.0,ankle,Lower Body,2.0
NFL,2019.0,groin,Lower Body,1.0
NFL,2019.0,concussion,Head,0.0
NFL,2019.0,hamstring,Lower Body,7.0
NFL,2019.0,ankle,Lower Body,9.0
NFL,2019.0,quadricep,Other,1.0
NFL,2019.0,knee,Lower Body,1.0
NFL,2019.0,knee,Lower Body,1.0
NFL,2019.0,foot,Lower Body,15.0
NFL,2019.0,achilles shoulder,Lower Body,1.0
NFL,2019.0,concussion,Head,12.0
NFL,2019.0,knee hamstring,Lower Body,5.0
NFL,2019.0,ankle shoulder,Lower Body,9.0
NFL,2019.0,hamstring,Lower Body,4.0
NFL,2019.0,ankle,Lower Body,1.0
NFL,2019.0,elbow,Upper Body,0.0
NFL,2019.0,foot concussion,Head,2.0
NFL,2019.0,concussion,Head,4.0
NFL,2019.0,chest,Upper Body,3.0
NFL,2019.0,fibula,Lower Body,3.0
NFL,2019.0,concussion hip,Head,1.0
NFL,2019.0,hamstring concussion,Head,2.0
NFL,2019.0,ankle hamstring,Lower Body,4.0
NFL,2019.0,knee,Lower Body,0.0
NFL,2019.0,ankle,Lower Body,3.0
NFL,2019.0,knee thigh hamstring illness,Illness,2.0
NFL,2019.0,ankle,Lower Body,1.0
NFL,2019.0,hamstring,Lower Body,0.0
NFL,2019.0,ankle toe,Lower Body,0.0
NFL,2019.0,concussion,Head,4.0
NFL,2019.0,concussion,Head,16.0
NFL,2019.0,hamstring,Lower Body,6.0
NFL,2019.0,knee,Lower Body,2.0
NFL,2019.0,ankle elbow,Lower Body,5.0
NFL,2019.0,hamstring,Lower Body,1.0
NFL,2019.0,toe,Lower Body,0.0
NFL,2019.0,toe,Lower Body,5.0
NFL,2020.0,back,Upper Body,0.0
NFL,2020.0,thumb groin neck,Lower Body,1.0
NFL,2020.0,hamstring,Lower Body,3.0
NFL,2020.0,ankle back,Lower Body,0.0
NFL,2020.0,illness,Illness,0.0
NFL,2020.0,calf ankle,Lower Body,0.0
NFL,2020.0,hamstring,Lower Body,2.0
NFL,2020.0,thigh ankle hamstring,Lower Body,4.0
NFL,2020.0,ankle hip,Lower Body,1.0
NFL,2020.0,ankle hip,Lower Body,0.0
NFL,2020.0,wrist hamstring,Lower Body,3.0
NFL,2020.0,groin,Lower Body,3.0
NFL,2020.0,ankle,Lower Body,3.0
NFL,2020.0,related,Other,1.0
NFL,2020.0,foot knee,Lower Body,2.0
NFL,2020.0,back,Upper Body,4.0
NFL,2020.0,ankle neck,Lower Body,0.0
NFL,2020.0,back,Upper Body,0.0
NFL,2020.0,ankle,Lower Body,1.0
NFL,2020.0,calf,Lower Body,3.0
NFL,2020.0,groin,Lower Body,2.0
NFL,2020.0,neck concussion foot thigh hamstring,Head,2.0
NFL,2020.0,calf,Lower Body,7.0
NFL,2020.0,hand,Upper Body,3.0
NFL,2020.0,knee,Lower Body,7.0
NFL,2020.0,ankle illness foot hamstring,Illness,7.0
NFL,2020.0,calf,Lower Body,1.0
NFL,2020.0,shoulder,Upper Body,0.0
NFL,2020.0,neck,Upper Body,0.0
NFL,2020.0,knee,Lower Body,2.0
NFL,2020.0,ankle,Lower Body,11.0
NFL,2020.0,toe,Lower Body,0.0
NFL,2020.0,illness,Illness,0.0
NFL,2020.0,groin,Lower Body,1.0
NFL,2020.0,ankle,Lower Body,7.0
NFL,2020.0,elbow concussion,Head,4.0
NFL,2020.0,groin,Lower Body,3.0
NFL,2020.0,knee,Lower Body,7.0
NFL,2020.0,quadricep,Other,8.0
NFL,2020.0,ankle hamstring,Lower Body,2.0
NFL,2020.0,knee,Lower Body,1.0
NFL,2020.0,ankle related,Lower Body,2.0
NFL,2020.0,concussion,Head,2.0
NFL,2020.0,ankle,Lower Body,0.0
NFL,2020.0,hamstring,Lower Body,7.0
NFL,2020.0,groin,Lower Body,1.0
NFL,2020.0,concussion,Head,2.0
NFL,2020.0,knee,Lower Body,0.0
NFL,2020.0,knee related,Lower Body,2.0
NFL,2020.0,groin,Lower Body,5.0
NFL,2020.0,oblique,Upper Body,7.0
NFL,2020.0,hamstring,Lower Body,1.0
NFL,2020.0,hamstring,Lower Body,1.0
NFL,2020.0,foot,Lower Body,1.0
NFL,2020.0,ankle foot,Lower Body,1.0
NFL,2020.0,foot illness,Illness,3.0
NFL,2020.0,thigh,Lower Body,2.0
NFL,2020.0,ankle,Lower Body,5.0
NFL,2020.0,thigh,Lower Body,0.0
NFL,2020.0,thigh,Lower Body,7.0
NFL,2020.0,knee,Lower Body,0.0
NFL,2020.0,thigh,Lower Body,1.0
NFL,2020.0,calf,Lower Body,4.0
NFL,2020.0,knee,Lower Body,0.0
NFL,2020.0,thigh,Lower Body,0.0
NFL,2020.0,back,Upper Body,0.0
NFL,2020.0,knee,Lower Body,0.0
NFL,2020.0,illness,Illness,0.0
NFL,2020.0,shoulder ankle knee,Lower Body,0.0
NFL,2020.0,thigh finger,Lower Body,2.0
NFL,2020.0,thigh ankle,Lower Body,2.0
NFL,2020.0,thigh,Lower Body,2.0
NFL,2020.0,knee,Lower Body,1.0
NFL,2020.0,ankle illness,Illness,3.0
NFL,2020.0,knee,Lower Body,1.0
NFL,2020.0,calf,Lower Body,2.0
NFL,2020.0,abdomen,Upper Body,1.0
NFL,2020.0,knee,Lower Body,6.0
NFL,2020.0,knee,Lower Body,0.0
NFL,2020.0,back,Upper Body,2.0
NFL,2020.0,finger thigh,Lower Body,13.0
NFL,2020.0,thigh,Lower Body,1.0
NFL,2020.0,thigh calf,Lower Body,2.0
NFL,2020.0,ankle shoulder concussion,Head,4.0
NFL,2020.0,knee,Lower Body,1.0
NFL,2020.0,back,Upper Body,1.0
NFL,2020.0,hip knee achilles back ankle groin ribs,Lower Body,5.0
NFL,2020.0,ankle,Lower Body,3.0
NFL,2020.0,hip shoulder,Lower Body,10.0
NFL,2020.0,illness concussion,Illness,3.0
NFL,2020.0,ankle foot,Lower Body,1.0
NFL,2020.0,ankle,Lower Body,3.0
NFL,2020.0,thigh,Lower Body,2.0
NFL,2020.0,illness hip,Illness,2.0
NFL,2020.0,elbow related neck illness,Illness,2.0
NFL,2020.0,knee,Lower Body,2.0
NFL,2020.0,knee,Lower Body,0.0
NFL,2020.0,knee,Lower Body,1.0
NFL,2020.0,knee ankle,Lower Body,7.0
NFL,2020.0,hamstring groin,Lower Body,2.0
NFL,2020.0,shoulder,Upper Body,1.0
NFL,2020.0,groin knee ankle,Lower Body,9.0
NFL,2020.0,related,Other,1.0
NFL,2020.0,knee,Lower Body,2.0
NFL,2020.0,foot,Lower Body,0.0
NFL,2020.0,concussion ankle,Head,1.0
NFL,2020.0,knee,Lower Body,0.0
NFL,2020.0,knee,Lower Body,0.0
NFL,2020.0,ankle,Lower Body,2.0
NFL,2020.0,groin,Lower Body,0.0
NFL,2020.0,hamstring,Lower Body,2.0
NFL,2020.0,concussion calf,Head,4.0
NFL,2020.0,wrist,Upper Body,10.0
NFL,2020.0,hamstring pectoral,Lower Body,6.0
NFL,2020.0,concussion,Head,1.0
NFL,2020.0,toe,Lower Body,3.0
NFL,2020.0,hamstring,Lower Body,7.0
NFL,2020.0,groin,Lower Body,0.0
NFL,2020.0,quadricep,Other,14.0
NFL,2020.0,ankle,Lower Body,0.0
NFL,2020.0,knee,Lower Body,1.0
NFL,2020.0,foot,Lower Body,1.0
NFL,2020.0,back,Upper Body,1.0
NFL,2020.0,knee,Lower Body,0.0
NFL,2020.0,back,Upper Body,2.0
NFL,2020.0,hamstring,Lower Body,5.0
NFL,2020.0,ankle,Lower Body,7.0
NFL,2020.0,hamstring,Lower Body,0.0
NFL,2020.0,knee,Lower Body,1.0
NFL,2020.0,knee shoulder,Lower Body,1.0
NFL,2020.0,knee,Lower Body,1.0
NFL,2020.0,ankle concussion,Head,9.0
NFL,2020.0,ankle,Lower Body,1.0
NFL,2020.0,ankle illness,Illness,2.0
NFL,2020.0,ankle,Lower Body,2.0
NFL,2020.0,concussion ankle shoulder,Head,4.0
NFL,2020.0,knee shoulder illness,Illness,1.0
NFL,2020.0,toe,Lower Body,2.0
NFL,2020.0,toe,Lower Body,3.0
NFL,2020.0,groin shoulder,Lower Body,2.0
NFL,2020.0,shoulder,Upper Body,0.0
NFL,2020.0,shoulder thigh,Lower Body,13.0
NFL,2020.0,ankle knee,Lower Body,2.0
NFL,2020.0,back knee shoulder,Lower Body,0.0
NFL,2020.0,groin calf,Lower Body,9.0
NFL,2020.0,hip,Lower Body,2.0
NFL,2020.0,knee,Lower Body,0.0
NFL,2020.0,knee hamstring,Lower Body,1.0
NFL,2020.0,foot,Lower Body,3.0
NFL,2020.0,ankle,Lower Body,3.0
NFL,2020.0,knee,Lower Body,0.0
NFL,2020.0,hamstring,Lower Body,1.0
NFL,2020.0,hamstring,Lower Body,7.0
NFL,2020.0,thigh rib,Lower Body,1.0
NFL,2020.0,shoulder,Upper Body,0.0
NFL,2020.0,shoulder,Upper Body,0.0
NFL,2020.0,hamstring foot,Lower Body,4.0
NFL,2020.0,finger ankle,Lower Body,0.0
NFL,2020.0,glute hamstring,Lower Body,0.0
NFL,2020.0,hip,Lower Body,2.0
NFL,2020.0,neck,Upper Body,0.0
NFL,2020.0,hip,Lower Body,0.0
NFL,2020.0,foot,Lower Body,1.0
NFL,2020.0,hamstring ankle,Lower Body,1.0
NFL,2020.0,shoulder,Upper Body,0.0
NFL,2020.0,triceps calf,Lower Body,0.0
NFL,2020.0,knee,Lower Body,0.0
NFL,2020.0,ankle,Lower Body,5.0
NFL,2020.0,shoulder,Upper Body,3.0
NFL,2020.0,groin shoulder,Lower Body,0.0
NFL,2020.0,toe,Lower Body,0.0
NFL,2020.0,knee back ankle shoulder,Lower Body,0.0
NFL,2020.0,hamstring hand,Lower Body,5.0
NFL,2020.0,shoulder,Upper Body,0.0
NFL,2020.0,groin concussion,Head,1.0
NFL,2020.0,shoulder knee,Lower Body,0.0
NFL,2020.0,knee,Lower Body,2.0
NFL,2020.0,knee,Lower Body,0.0
NFL,2020.0,knee quadricep,Lower Body,0.0
NFL,2020.0,ankle,Lower Body,1.0
NFL,2020.0,shoulder,Upper Body,8.0
NFL,2020.0,knee hamstring,Lower Body,0.0
NFL,2020.0,knee,Lower Body,0.0
NFL,2020.0,finger ankle concussion,Head,4.0
NFL,2020.0,knee thumb,Lower Body,4.0
NFL,2020.0,shoulder,Upper Body,2.0
NFL,2020.0,knee,Lower Body,0.0
NFL,2020.0,knee,Lower Body,2.0
NFL,2020.0,calf,Lower Body,2.0
NFL,2020.0,achilles,Lower Body,0.0
NFL,2020.0,ankle foot,Lower Body,0.0
NFL,2020.0,ribs hamstring knee,Lower Body,2.0
NFL,2020.0,knee,Lower Body,1.0
NFL,2020.0,shoulder related,Upper Body,8.0
NFL,2020.0,hamstring,Lower Body,0.0
NFL,2020.0,concussion,Head,0.0
NFL,2020.0,concussion,Head,1.0
NFL,2020.0,hamstring,Lower Body,3.0
NFL,2020.0,illness,Illness,0.0
NFL,2020.0,groin,Lower Body,5.0
NFL,2020.0,hamstring,Lower Body,1.0
NFL,2020.0,back abdomen,Upper Body,4.0
NFL,2020.0,illness,Illness,0.0
NFL,2020.0,knee,Lower Body,2.0
NFL,2020.0,hamstring,Lower Body,0.0
NFL,2020.0,concussion,Head,1.0
NFL,2020.0,concussion,Head,2.0
NFL,2020.0,shin foot,Lower Body,10.0
NFL,2020.0,knee groin illness,Illness,2.0
NFL,2020.0,biceps concussion,Head,1.0
NFL,2020.0,illness foot,Illness,7.0
NFL,2020.0,related concussion,Head,2.0
NFL,2020.0,ankle,Lower Body,10.0
NFL,2020.0,shoulder,Upper Body,3.0
NFL,2020.0,hamstring,Lower Body,2.0
NFL,2020.0,stinger,Other,2.0
NFL,2020.0,calf hamstring,Lower Body,2.0
NFL,2020.0,back,Upper Body,0.0
NFL,2020.0,hamstring,Lower Body,1.0
NFL,2020.0,concussion ankle,Head,4.0
NFL,2020.0,illness,Illness,9.0
NFL,2020.0,back,Upper Body,0.0
NFL,2020.0,hip,Lower Body,1.0
NFL,2020.0,ankle,Lower Body,1.0
NFL,2020.0,elbow ankle,Lower Body,2.0
NFL,2020.0,groin,Lower Body,0.0
NFL,2020.0,illness ankle knee,Illness,2.0
NFL,2020.0,concussion,Head,5.0
NFL,2020.0,hamstring,Lower Body,5.0
NFL,2020.0,illness abdomen neck,Illness,3.0
NFL,2020.0,ankle,Lower Body,5.0
NFL,2020.0,groin,Lower Body,0.0
NFL,2020.0,liver groin,Lower Body,2.0
NFL,2020.0,hamstring,Lower Body,2.0
NFL,2020.0,illness,Illness,1.0
NFL,2020.0,hip,Lower Body,0.0
NFL,2020.0,chest,Upper Body,0.0
NFL,2020.0,knee,Lower Body,1.0
NFL,2020.0,abdomen,Upper Body,1.0
NFL,2020.0,knee,Lower Body,6.0
NFL,2020.0,knee,Lower Body,1.0
NFL,2020.0,achilles,Lower Body,0.0
NFL,2020.0,groin concussion,Head,2.0
NFL,2020.0,hamstring,Lower Body,1.0
NFL,2020.0,hamstring,Lower Body,0.0
NFL,2020.0,ankle,Lower Body,1.0
NFL,2020.0,neck,Upper Body,5.0
NFL,2020.0,knee,Lower Body,0.0
NFL,2020.0,calf ankle,Lower Body,5.0
NFL,2020.0,related,Other,1.0
NFL,2020.0,knee,Lower Body,0.0
NFL,2020.0,abdomen groin,Lower Body,2.0
NFL,2020.0,groin calf,Lower Body,4.0
NFL,2020.0,shoulder,Upper Body,16.0
NFL,2020.0,shin,Lower Body,1.0
NFL,2020.0,knee hip,Lower Body,2.0
NFL,2020.0,hamstring,Lower Body,8.0
NFL,2020.0,illness,Illness,0.0
NFL,2020.0,hamstring,Lower Body,3.0
NFL,2020.0,ribs,Upper Body,6.0
NFL,2020.0,shoulder,Upper Body,3.0
NFL,2020.0,concussion,Head,2.0
NFL,2020.0,shoulder,Upper Body,4.0
NFL,2020.0,hamstring calf,Lower Body,1.0
NFL,2020.0,knee,Lower Body,10.0
NFL,2020.0,illness,Illness,0.0
NFL,2020.0,knee illness,Illness,0.0
NFL,2020.0,ankle,Lower Body,1.0
NFL,2020.0,knee,Lower Body,3.0
NFL,2020.0,concussion calf,Head,6.0
NFL,2020.0,knee,Lower Body,3.0
NFL,2020.0,knee illness,Illness,0.0
NFL,2020.0,neck,Upper Body,14.0
NFL,2020.0,wrist,Upper Body,1.0
NFL,2020.0,concussion,Head,1.0
NFL,2020.0,ankle,Lower Body,6.0
NFL,2020.0,groin,Lower Body,2.0
NFL,2020.0,groin ribs,Lower Body,1.0
NFL,2020.0,back,Upper Body,0.0
NFL,2020.0,quadricep,Other,3.0
NFL,2020.0,hamstring,Lower Body,11.0
NFL,2020.0,hamstring,Lower Body,6.0
NFL,2020.0,ankle,Lower Body,7.0
NFL,2020.0,elbow illness,Illness,1.0
NFL,2020.0,concussion,Head,5.0
NFL,2020.0,hamstring,Lower Body,3.0
NFL,2020.0,ankle illness foot,Illness,1.0
NFL,2020.0,ribs,Upper Body,1.0
NFL,2020.0,ankle,Lower Body,2.0
NFL,2020.0,hip illness,Illness,2.0
NFL,2020.0,groin calf,Lower Body,1.0
NFL,2020.0,ankle ribs,Lower Body,1.0
NFL,2020.0,hip,Lower Body,0.0
NFL,2020.0,calf ankle foot shoulder,Lower Body,3.0
NFL,2020.0,illness shoulder,Illness,1.0
NFL,2020.0,toe,Lower Body,0.0
NFL,2020.0,hamstring concussion,Head,3.0
NFL,2020.0,hamstring,Lower Body,2.0
NFL,2020.0,ribs shoulder achilles ankle,Lower Body,0.0
NFL,2020.0,calf,Lower Body,2.0
NFL,2020.0,foot concussion knee hip,Head,5.0
NFL,2020.0,shoulder ribs,Upper Body,2.0
NFL,2020.0,illness shin quadricep,Illness,4.0
NFL,2020.0,ankle,Lower Body,16.0
NFL,2020.0,hamstring,Lower Body,1.0
NFL,2020.0,shin,Lower Body,0.0
NFL,2020.0,shoulder,Upper Body,0.0
NFL,2020.0,shoulder,Upper Body,2.0
NFL,2020.0,shoulder,Upper Body,5.0
NFL,2020.0,shoulder,Upper Body,15.0
NFL,2020.0,foot,Lower Body,0.0
NFL,2020.0,ankle knee,Lower Body,0.0
NFL,2020.0,elbow,Upper Body,0.0
NFL,2020.0,ribs,Upper Body,2.0
NFL,2020.0,hamstring hip,Lower Body,2.0
NFL,2020.0,thigh,Lower Body,3.0
NFL,2020.0,hamstring,Lower Body,11.0
NFL,2020.0,neck,Upper Body,2.0
NFL,2020.0,ankle,Lower Body,4.0
NFL,2020.0,groin back,Lower Body,6.0
NFL,2020.0,knee,Lower Body,2.0
NFL,2020.0,shoulder groin,Lower Body,0.0
NFL,2020.0,concussion,Head,6.0
NFL,2020.0,hamstring hip,Lower Body,11.0
NFL,2020.0,groin chest ankle,Lower Body,4.0
NFL,2020.0,groin,Lower Body,0.0
NFL,2020.0,toe,Lower Body,0.0
NFL,2020.0,knee,Lower Body,0.0
NFL,2020.0,hip,Lower Body,1.0
NFL,2020.0,hamstring calf ankle,Lower Body,4.0
NFL,2020.0,hamstring shoulder groin,Lower Body,7.0
NFL,2020.0,knee,Lower Body,9.0
NFL,2020.0,back,Upper Body,0.0
NFL,2020.0,shoulder,Upper Body,0.0
NFL,2020.0,back,Upper Body,0.0
NFL,2020.0,ankle,Lower Body,0.0
NFL,2020.0,groin throat,Lower Body,2.0
NFL,2020.0,related,Other,0.0
NFL,2020.0,groin calf hip,Lower Body,5.0
NFL,2020.0,thumb rib,Upper Body,0.0
NFL,2020.0,concussion illness,Illness,3.0
NFL,2020.0,hamstring,Lower Body,10.0
NFL,2020.0,foot concussion,Head,6.0
NFL,2020.0,foot related,Lower Body,1.0
NFL,2020.0,hip,Lower Body,0.0
NFL,2020.0,shoulder,Upper Body,2.0
NFL,2020.0,hamstring,Lower Body,2.0
NFL,2020.0,toe neck foot,Lower Body,8.0
NFL,2020.0,hand concussion,Head,1.0
NFL,2020.0,chest,Upper Body,4.0
NFL,2020.0,calf,Lower Body,3.0
NFL,2020.0,groin,Lower Body,3.0
NFL,2020.0,calf,Lower Body,0.0
NFL,2020.0,shin ankle,Lower Body,14.0
NFL,2020.0,wrist ribs,Upper Body,8.0
NFL,2020.0,ankle,Lower Body,1.0
NFL,2020.0,quadricep oblique,Upper Body,2.0
NFL,2020.0,quadricep,Other,1.0
NFL,2020.0,concussion,Head,1.0
NFL,2020.0,back,Upper Body,0.0
NFL,2020.0,calf,Lower Body,2.0
NFL,2020.0,concussion,Head,1.0
NFL,2020.0,quadricep achilles,Lower Body,5.0
NFL,2020.0,shoulder,Upper Body,1.0
NFL,2020.0,core,Upper Body,6.0
NFL,2020.0,knee,Lower Body,1.0
NFL,2020.0,groin back,Lower Body,3.0
NFL,2020.0,knee,Lower Body,8.0
NFL,2020.0,shoulder,Upper Body,0.0
NFL,2020.0,groin,Lower Body,3.0
NFL,2020.0,shoulder concussion,Head,3.0
NFL,2020.0,groin quadricep,Lower Body,1.0
NFL,2020.0,illness related,Illness,0.0
NFL,2020.0,shoulder,Upper Body,1.0
NFL,2020.0,shoulder,Upper Body,1.0
NFL,2020.0,shoulder,Upper Body,0.0
NFL,2020.0,ankle,Lower Body,0.0
NFL,2020.0,knee,Lower Body,1.0
NFL,2020.0,knee,Lower Body,16.0
NFL,2020.0,concussion,Head,3.0
NFL,2020.0,knee,Lower Body,2.0
NFL,2020.0,hamstring,Lower Body,1.0
NFL,2020.0,ankle,Lower Body,0.0
NFL,2020.0,knee,Lower Body,2.0
NFL,2020.0,achilles,Lower Body,0.0
NFL,2020.0,knee,Lower Body,0.0
NFL,2020.0,quadricep,Other,2.0
NFL,2020.0,ankle,Lower Body,3.0
NFL,2020.0,quadricep,Other,0.0
NFL,2020.0,knee,Lower Body,1.0
NFL,2020.0,illness,Illness,0.0
NFL,2020.0,concussion,Head,1.0
NFL,2020.0,back,Upper Body,4.0
NFL,2020.0,quadricep foot,Lower Body,1.0
NFL,2020.0,knee,Lower Body,0.0
NFL,2020.0,hamstring foot,Lower Body,0.0
NFL,2020.0,concussion,Head,4.0
NFL,2020.0,knee,Lower Body,4.0
NFL,2020.0,hamstring back,Lower Body,9.0
NFL,2020.0,ankle illness,Illness,1.0
NFL,2020.0,illness,Illness,6.0
NFL,2020.0,ankle,Lower Body,0.0
NFL,2020.0,hamstring,Lower Body,2.0
NFL,2020.0,concussion,Head,4.0
NFL,2020.0,ankle neck,Lower Body,5.0
NFL,2020.0,knee,Lower Body,0.0
NFL,2020.0,hamstring,Lower Body,6.0
NFL,2020.0,concussion,Head,2.0
NFL,2020.0,related,Other,0.0
NFL,2020.0,related illness,Illness,2.0
NFL,2020.0,shoulder,Upper Body,12.0
NFL,2020.0,hamstring,Lower Body,1.0
NFL,2020.0,illness ankle,Illness,2.0
NFL,2020.0,concussion,Head,1.0
NFL,2020.0,neck,Upper Body,2.0
NFL,2020.0,related,Other,1.0
NFL,2020.0,illness back quadricep,Illness,1.0
NFL,2020.0,illness ankle,Illness,2.0
NFL,2020.0,ankle,Lower Body,7.0
NFL,2020.0,knee,Lower Body,1.0
NFL,2020.0,ankle,Lower Body,2.0
NFL,2020.0,knee,Lower Body,1.0
NFL,2020.0,ankle,Lower Body,1.0
NFL,2020.0,hamstring,Lower Body,1.0
NFL,2020.0,rib knee,Lower Body,4.0
NFL,2020.0,ankle knee concussion,Head,2.0
NFL,2020.0,knee,Lower Body,3.0
NFL,2020.0,back,Upper Body,1.0
NFL,2020.0,groin,Lower Body,1.0
NFL,2020.0,ankle,Lower Body,1.0
NFL,2020.0,calf hip,Lower Body,0.0
NFL,2020.0,knee quadricep,Lower Body,1.0
NFL,2020.0,knee neck,Lower Body,1.0
NFL,2020.0,groin,Lower Body,2.0
NFL,2020.0,hip,Lower Body,0.0
NFL,2020.0,ankle,Lower Body,0.0
NFL,2020.0,back,Upper Body,0.0
NFL,2020.0,ankle,Lower Body,2.0
NFL,2020.0,ankle knee,Lower Body,0.0
NFL,2020.0,toe calf concussion,Head,3.0
NFL,2020.0,toe,Lower Body,0.0
NFL,2020.0,ankle knee,Lower Body,2.0
NFL,2020.0,illness,Illness,2.0
NFL,2020.0,thumb related,Upper Body,2.0
NFL,2020.0,knee,Lower Body,6.0
NFL,2020.0,ankle,Lower Body,6.0
NFL,2020.0,ankle ribs,Lower Body,0.0
NFL,2020.0,calf,Lower Body,0.0
NFL,2020.0,ribs back concussion,Head,2.0
NFL,2020.0,illness concussion,Illness,2.0
NFL,2020.0,foot ankle hamstring,Lower Body,3.0
NFL,2020.0,knee,Lower Body,8.0
NFL,2020.0,shoulder,Upper Body,1.0
NFL,2020.0,chest ankle ribs shin,Lower Body,3.0
NFL,2020.0,hip,Lower Body,1.0
NFL,2020.0,illness,Illness,2.0
NFL,2020.0,hamstring,Lower Body,2.0
NFL,2020.0,concussion,Head,1.0
NFL,2020.0,hip,Lower Body,0.0
NFL,2020.0,knee,Lower Body,2.0
NFL,2020.0,neck shoulder,Upper Body,1.0
NFL,2020.0,ankle,Lower Body,2.0
NFL,2020.0,knee,Lower Body,5.0
NFL,2020.0,knee,Lower Body,1.0
NFL,2020.0,shoulder,Upper Body,8.0
NFL,2020.0,ankle,Lower Body,2.0
NFL,2020.0,hamstring,Lower Body,2.0
NFL,2020.0,ankle,Lower Body,11.0
NFL,2020.0,chest,Upper Body,3.0
NFL,2020.0,achilles,Lower Body,6.0
NFL,2020.0,knee back ankle,Lower Body,7.0
NFL,2020.0,hamstring,Lower Body,0.0
NFL,2020.0,thumb,Upper Body,4.0
NFL,2020.0,knee,Lower Body,1.0
NFL,2020.0,hand,Upper Body,1.0
NFL,2020.0,hamstring,Lower Body,8.0
NFL,2020.0,ankle,Lower Body,2.0
NFL,2020.0,hamstring,Lower Body,2.0
NFL,2020.0,knee,Lower Body,0.0
NFL,2020.0,hamstring shoulder,Lower Body,4.0
NFL,2020.0,knee,Lower Body,1.0
NFL,2020.0,knee,Lower Body,8.0
NFL,2020.0,knee illness,Illness,0.0
NFL,2020.0,illness ankle,Illness,3.0
NFL,2020.0,back,Upper Body,0.0
NFL,2020.0,hamstring,Lower Body,1.0
NFL,2020.0,groin,Lower Body,1.0
NFL,2020.0,hip,Lower Body,0.0
NFL,2020.0,hamstring,Lower Body,1.0
NFL,2020.0,knee,Lower Body,1.0
NFL,2020.0,knee,Lower Body,5.0
NFL,2020.0,hamstring,Lower Body,5.0
NFL,2020.0,rib back,Upper Body,2.0
NFL,2020.0,back,Upper Body,10.0
NFL,2020.0,illness,Illness,1.0
NFL,2020.0,hand,Upper Body,1.0
NFL,2020.0,concussion hamstring calf,Head,5.0
NFL,2020.0,knee,Lower Body,3.0
NFL,2020.0,shoulder knee concussion,Head,2.0
NFL,2020.0,wrist concussion,Head,7.0
NFL,2020.0,calf knee,Lower Body,10.0
NFL,2020.0,shoulder hamstring,Lower Body,4.0
NFL,2020.0,foot ankle,Lower Body,4.0
NFL,2020.0,related shoulder,Upper Body,5.0
NFL,2020.0,hamstring,Lower Body,1.0
NFL,2020.0,thumb ankle,Lower Body,1.0
NFL,2020.0,calf,Lower Body,2.0
NFL,2020.0,hip,Lower Body,3.0
NFL,2020.0,ankle calf,Lower Body,4.0
NFL,2020.0,illness,Illness,0.0
NFL,2020.0,hip knee ankle,Lower Body,1.0
NFL,2020.0,groin,Lower Body,1.0
NFL,2020.0,thigh,Lower Body,2.0
NFL,2020.0,foot,Lower Body,2.0
NFL,2020.0,pectoral,Upper Body,4.0
NFL,2020.0,illness,Illness,1.0
NFL,2020.0,ankle,Lower Body,2.0
NFL,2020.0,concussion,Head,2.0
NFL,2020.0,hamstring illness,Illness,0.0
NFL,2020.0,toe,Lower Body,0.0
NFL,2020.0,groin,Lower Body,1.0
NFL,2020.0,chest,Upper Body,2.0
NFL,2020.0,knee,Lower Body,3.0
NFL,2020.0,shoulder,Upper Body,0.0
NFL,2020.0,knee,Lower Body,0.0
NFL,2020.0,groin,Lower Body,2.0
NFL,2020.0,hamstring calf,Lower Body,1.0
NFL,2020.0,shoulder,Upper Body,1.0
NFL,2020.0,illness hamstring,Illness,2.0
NFL,2020.0,ankle,Lower Body,1.0
NFL,2020.0,triceps concussion shin,Head,4.0
NFL,2020.0,hamstring knee back concussion foot,Head,5.0
NFL,2020.0,illness,Illness,1.0
NFL,2020.0,quadricep,Other,6.0
NFL,2020.0,quadricep,Other,10.0
